shares,kw_max_avg,kw_avg_avg,LDA_03,weekday_is_friday,n_tokens_content,avg_negative_polarity,global_subjectivity,weekday_is_wednesday,rate_positive_words,data_channel_is_bus,weekday_is_saturday,kw_max_min,LDA_00,data_channel_is_world,min_negative_polarity,weekday_is_thursday,max_negative_polarity,weekday_is_monday,num_imgs,global_sentiment_polarity,weekday_is_sunday,num_hrefs,timedelta,average_token_length,abs_title_subjectivity,n_non_stop_unique_tokens,avg_positive_polarity,global_rate_positive_words,LDA_04,num_videos,num_keywords,min_positive_polarity,kw_min_min,kw_avg_min,kw_min_avg,abs_title_sentiment_polarity,global_rate_negative_words,LDA_01,title_subjectivity,n_unique_tokens,is_weekend,max_positive_polarity,rate_negative_words
1900,3653.56207159,2880.24845415,0.0226902260839,0.0,339.0,-0.158482142857,0.47074829932,0.0,0.826086956522,0.0,0.0,952.0,0.0223360468088,0.0,-0.25,0.0,-0.0714285714286,1.0,1.0,0.244579081633,0.0,8.0,101.0,5.02949852507,0.5,0.70297029355,0.393796992481,0.0560471976401,0.7947477834,0.0,9.0,0.1,-1.0,372.111111111,1218.75,0.0,0.0117994100295,0.0222236842603,0.0,0.541420116741,0.0,1.0,0.173913043478
908,3666.18609207,2172.32674381,0.0288924982042,0.0,440.0,-0.214444444444,0.300466789103,0.0,0.6875,0.0,0.0,325.0,0.0286028489957,1.0,-0.5,0.0,-0.125,0.0,1.0,0.0511369102278,0.0,5.0,51.0,4.98863636364,0.5,0.750929365238,0.250885478158,0.025,0.408361204308,0.0,7.0,0.1,-1.0,104.2,0.0,0.0,0.0113636363636,0.363239345518,0.0,0.571428570112,0.0,0.5,0.3125
600,9774.2,3542.94033763,0.260803790594,0.0,193.0,-0.336904761905,0.494939656303,1.0,0.714285714286,0.0,0.0,771.0,0.0200167546111,0.0,-0.6,0.0,-0.0714285714286,0.0,0.0,0.215938606848,0.0,4.0,519.0,4.9481865285,0.5,0.822580638528,0.447027417027,0.0777202072539,0.0200051809739,1.0,10.0,0.136363636364,4.0,255.125,0.0,0.0,0.0310880829016,0.678560610899,0.0,0.664921462487,0.0,1.0,0.285714285714
929,3397.0954607,1681.52520046,0.0222229687345,0.0,436.0,-0.3125,0.237824675325,1.0,0.769230769231,0.0,0.0,664.0,0.022223444788,1.0,-0.5,0.0,-0.125,0.0,1.0,0.101461038961,0.0,7.0,22.0,4.70183486239,0.5,0.627306270748,0.428571428571,0.0229357798165,0.0222236196567,1.0,9.0,0.05,-1.0,103.714285714,0.0,0.0,0.00688073394495,0.0222234173846,0.0,0.513002362853,0.0,1.0,0.230769230769
7400,8364.82397004,4206.97774985,0.340400935257,0.0,424.0,-0.321428571429,0.457578849722,0.0,0.740740740741,0.0,1.0,550.0,0.0289056325756,0.0,-0.5,0.0,-0.1,0.0,9.0,0.141583178726,0.0,19.0,264.0,4.57075471698,0.2,0.713178291809,0.348270562771,0.0471698113208,0.573470942376,0.0,7.0,0.1,-1.0,174.428571429,2982.86581097,0.2,0.0165094339623,0.0286253742657,0.3,0.569269519977,1.0,0.8,0.259259259259
640,4322.1946347,2066.50930469,0.0285741937439,0.0,381.0,-0.23125,0.289049222383,1.0,0.625,1.0,0.0,1200.0,0.601064163974,0.0,-0.6,0.0,-0.05,0.0,2.0,0.045043690877,0.0,8.0,36.0,4.79265091864,0.25,0.757990864119,0.260367965368,0.0262467191601,0.0285756020094,0.0,7.0,0.136363636364,-1.0,239.2,0.0,0.5,0.0157480314961,0.0285762526682,0.75,0.550802137565,0.0,0.6,0.375
2000,3262.7292201,1985.26158479,0.0666752157013,0.0,1855.0,-0.243307200929,0.444608998145,0.0,0.605769230769,1.0,0.0,63.0,0.733296667917,0.0,-0.625,0.0,-0.05,0.0,1.0,0.0923320191713,1.0,2.0,452.0,4.73530997305,0.25,0.602587799813,0.413502370645,0.0339622641509,0.0666726343358,1.0,3.0,0.1,4.0,33.5,0.0,0.15,0.022102425876,0.0666809208731,0.25,0.402405685947,1.0,1.0,0.394230769231
4300,4334.76109766,3035.95005415,0.0202472009592,0.0,1568.0,-0.279487179487,0.498464234179,0.0,0.495145631068,0.0,1.0,835.0,0.020967647248,1.0,-1.0,0.0,-0.1,0.0,1.0,0.0300513639799,0.0,30.0,33.0,4.6868622449,0.0666666666667,0.607526881067,0.381760886173,0.0325255102041,0.0206953384212,5.0,10.0,0.1,-1.0,166.2,2078.91666667,0.166666666667,0.0331632653061,0.0201584527174,0.433333333333,0.425048669419,1.0,0.8,0.504854368932
716,7402.65853659,4157.50631058,0.0335440890938,0.0,138.0,0.0,0.34101010101,1.0,1.0,0.0,0.0,1500.0,0.70270822626,0.0,0.0,0.0,0.0,0.0,1.0,0.235303030303,0.0,6.0,491.0,4.65217391304,0.2,0.733333325185,0.294128787879,0.0579710144928,0.0340350357664,1.0,6.0,0.0333333333333,4.0,440.0,2300.0,0.25,0.0,0.0333804938547,0.3,0.649253726498,0.0,0.5,0.0
844,5855.34858121,2738.10574257,0.346353810533,0.0,218.0,-0.309722222222,0.52594614981,0.0,0.52380952381,0.0,0.0,1800.0,0.0222239980996,0.0,-0.4,0.0,-0.1,1.0,0.0,0.00908434999344,0.0,2.0,24.0,4.02293577982,0.229166666667,0.773913036749,0.317916174734,0.0504587155963,0.0222230978578,1.0,9.0,0.05,-1.0,263.714285714,0.0,0.145833333333,0.045871559633,0.586975707997,0.270833333333,0.578703701025,0.0,0.6,0.47619047619
2000,4730.12676056,3089.18587945,0.0222310707114,0.0,351.0,-0.15625,0.430715488215,0.0,0.894736842105,0.0,0.0,3100.0,0.0222233702281,0.0,-0.1875,0.0,-0.125,0.0,1.0,0.302714646465,1.0,6.0,592.0,4.18518518519,0.3,0.756613752611,0.385962566845,0.048433048433,0.910119743475,1.0,9.0,0.1,4.0,742.125,0.0,0.2,0.00569800569801,0.0222229998302,0.2,0.570200571432,1.0,1.0,0.105263157895
767,3930.40186916,2676.73748669,0.040000083913,0.0,842.0,-0.236018518519,0.339753128298,0.0,0.642857142857,0.0,0.0,462.0,0.0400005298216,1.0,-0.7,0.0,-0.1,0.0,1.0,0.0442812452887,0.0,4.0,51.0,4.85035629454,0.5,0.66730401402,0.237300785634,0.0320665083135,0.0400021315954,0.0,5.0,0.05,-1.0,145.0,1458.8,0.0,0.0178147268409,0.0400001322099,0.0,0.501809408321,0.0,0.6,0.357142857143
1500,3557.34180953,2205.63903235,0.0400002471061,0.0,758.0,-0.295476190476,0.391394784078,1.0,0.6875,1.0,0.0,451.0,0.640032239119,0.0,-0.6,0.0,-0.0714285714286,0.0,1.0,0.0547064723894,0.0,15.0,197.0,4.90105540897,0.5,0.65188469922,0.286260330579,0.0290237467018,0.0400015533518,1.0,5.0,0.0625,-1.0,176.8,1034.09090909,0.0,0.0131926121372,0.0400004584796,0.0,0.47340425469,0.0,0.6,0.3125
4700,4123.33952049,2861.27824341,0.0286138288428,0.0,1079.0,-0.213541666667,0.477697478992,0.0,0.875,1.0,0.0,488.0,0.885532279399,0.0,-0.5,0.0,-0.05,0.0,1.0,0.220893557423,0.0,25.0,464.0,4.92678405931,0.375,0.66451612796,0.375850340136,0.0518999073216,0.0286822582504,0.0,7.0,0.0333333333333,4.0,241.285714286,2268.22222222,0.0,0.00741427247451,0.0285903408842,0.125,0.464285713849,0.0,0.8,0.125
5600,6822.96942185,5448.02203085,0.839976818402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,0.0400012850115,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.5,0.0,0.0,0.0,0.0400002715308,1.0,5.0,0.0,-1.0,176.318,3413.30257539,0.0,0.0,0.0400213055229,0.0,0.0,0.0,0.0,0.0
1400,3819.0,2056.90423955,0.530532063338,0.0,307.0,-0.270138888889,0.365996168582,0.0,0.75,0.0,0.0,938.0,0.0333392942117,1.0,-0.7,1.0,-0.1,0.0,0.0,0.0944636015326,0.0,4.0,84.0,4.72312703583,0.4625,0.784530382406,0.3375,0.0390879478827,0.034779464769,1.0,6.0,0.05,-1.0,315.25,0.0,0.0375,0.0130293159609,0.0338957955222,0.0375,0.609836063574,0.0,0.7,0.25
1600,7631.57142857,4153.47849955,0.334447652517,0.0,286.0,-0.275,0.531036556037,0.0,0.866666666667,0.0,0.0,804.0,0.0285737250265,0.0,-0.5,0.0,-0.05,1.0,1.0,0.2306998557,0.0,6.0,150.0,4.12937062937,0.5,0.680981590914,0.436954711955,0.0454545454545,0.0285715974765,1.0,7.0,0.136363636364,-1.0,256.714285714,3067.2826087,0.0,0.00699300699301,0.579720709073,0.0,0.533807827282,0.0,0.8,0.133333333333
3500,3568.8702856,2652.97231891,0.0500000402673,0.0,683.0,-0.193611111111,0.256554383117,0.0,0.444444444444,0.0,1.0,762.0,0.0500014767289,1.0,-0.4,0.0,-0.1,0.0,1.0,0.00102137445887,0.0,6.0,278.0,4.73938506589,0.0222222222222,0.661458331611,0.288446969697,0.0175695461201,0.0500035960232,2.0,4.0,0.05,-1.0,212.0,2212.65308498,0.0555555555556,0.0219619326501,0.0500000932642,0.477777777778,0.473604825832,1.0,0.5,0.555555555556
1300,6649.85714286,2818.69630025,0.0400005680904,0.0,247.0,-0.166666666667,0.559332334332,0.0,0.909090909091,1.0,0.0,849.0,0.640009107471,0.0,-0.166666666667,1.0,-0.166666666667,0.0,1.0,0.297186147186,0.0,4.0,686.0,4.74089068826,0.25,0.781456948467,0.356623376623,0.0404858299595,0.23994864671,0.0,5.0,0.136363636364,217.0,457.0,0.0,0.5,0.00404858299595,0.0400219623445,0.75,0.622950817119,0.0,0.5,0.0909090909091
3500,3787.5712284,3087.72114766,0.0401039926485,0.0,93.0,-0.155555555556,0.529509379509,1.0,0.888888888889,0.0,0.0,666.0,0.0400000340718,0.0,-0.155555555556,0.0,-0.155555555556,0.0,1.0,0.236626000262,0.0,6.0,15.0,4.36559139785,0.5,0.870370354252,0.344805194805,0.0860215053763,0.040000019139,1.0,5.0,0.136363636364,-1.0,244.2,2270.13333333,0.0,0.010752688172,0.839795435335,0.0,0.749999991848,0.0,0.6,0.111111111111
861,4532.67835052,2831.45178528,0.0400002174348,0.0,336.0,-0.275,0.402447089947,0.0,0.75,1.0,0.0,493.0,0.440596635679,0.0,-0.4,1.0,-0.125,0.0,1.0,0.16078042328,0.0,9.0,525.0,4.59523809524,0.166666666667,0.76213591863,0.43544973545,0.0267857142857,0.439401116212,0.0,5.0,0.1,4.0,169.6,845.8,0.0,0.00892857142857,0.040000878172,0.333333333333,0.604863220046,0.0,1.0,0.25
666,9179.0,3972.22378821,0.195177903198,0.0,240.0,-0.22,0.310071301248,0.0,0.545454545455,0.0,0.0,674.0,0.0251063887918,0.0,-0.4,1.0,-0.125,0.0,1.0,0.0286096256684,0.0,7.0,420.0,4.70833333333,0.166666666667,0.822368415642,0.264393939394,0.025,0.119906665993,3.0,8.0,0.136363636364,4.0,188.75,963.666666667,0.333333333333,0.0208333333333,0.634806704356,0.666666666667,0.670886073119,0.0,0.5,0.454545454545
1500,4854.54859967,2295.791629,0.0200061004607,1.0,513.0,-0.29375,0.462427849928,0.0,0.9,0.0,0.0,946.0,0.430532852054,1.0,-0.4,0.0,-0.1875,0.0,1.0,0.17849025974,0.0,11.0,293.0,5.13645224172,0.5,0.746753244329,0.310984848485,0.0350877192982,0.110989805002,0.0,10.0,0.0333333333333,-1.0,254.142857143,0.0,0.0,0.00389863547758,0.0200104347351,0.0,0.555118109143,0.0,0.7,0.1
2100,3572.01350137,1903.32149549,0.0250026332025,0.0,1542.0,-0.278115079365,0.511989286102,0.0,0.848484848485,0.0,0.0,383.0,0.234819160032,0.0,-0.5,0.0,-0.0714285714286,0.0,1.0,0.151619381216,0.0,22.0,205.0,4.47470817121,0.4,0.544662308775,0.324674165121,0.0363164721141,0.690170066782,1.0,8.0,0.05,-1.0,120.666666667,0.0,0.0,0.0064850843061,0.025005141181,0.1,0.381045751385,0.0,0.8,0.151515151515
1400,7040.90086207,5475.66565834,0.885703263346,0.0,178.0,0.0,0.73125,1.0,1.0,0.0,0.0,2400.0,0.0285718959035,0.0,0.0,0.0,0.0,0.0,1.0,0.3625,0.0,5.0,22.0,4.88764044944,0.0357142857143,0.761061940168,0.58,0.0280898876404,0.0285716335737,2.0,7.0,0.2,-1.0,460.512857143,2950.0,0.285714285714,0.0,0.0285815144384,0.535714285714,0.656976740366,0.0,1.0,0.0
802,3672.63005972,3130.43560493,0.378979094187,0.0,227.0,0.0,0.25,0.0,1.0,0.0,0.0,496.0,0.0400014356769,0.0,0.0,0.0,0.0,0.0,1.0,0.16875,0.0,1.0,58.0,4.29074889868,0.166666666667,0.714285708617,0.5625,0.0264317180617,0.040000701187,1.0,5.0,0.3,-1.0,118.0,2242.46666667,0.166666666667,0.0,0.501018123906,0.333333333333,0.589041093201,0.0,1.0,0.0
705,3257.02700313,1701.04150638,0.0224104803168,0.0,482.0,-0.275,0.479524642025,1.0,0.842105263158,0.0,0.0,232.0,0.0223806771672,1.0,-0.5,0.0,-0.125,0.0,1.0,0.187332667333,0.0,9.0,491.0,4.48132780083,0.3,0.683848794901,0.392228084416,0.0331950207469,0.022459188765,0.0,9.0,0.05,4.0,79.7142857143,0.0,0.4,0.00622406639004,0.0222253021418,0.8,0.540772531028,0.0,1.0,0.157894736842
960,5638.95220588,3838.35689084,0.885676581696,0.0,215.0,-0.134722222222,0.586111111111,0.0,0.666666666667,0.0,0.0,493.0,0.0285715614906,0.0,-0.1875,0.0,-0.05,0.0,10.0,0.285069444444,0.0,14.0,618.0,4.63720930233,0.5,0.698630132201,0.616666666667,0.0279069767442,0.0285715128241,1.0,7.0,0.1,4.0,294.714285714,2174.71929825,0.0,0.0139534883721,0.0286088554689,0.0,0.600985218714,0.0,1.0,0.333333333333
815,4226.33333333,3089.60855359,0.0401040822498,1.0,300.0,-0.366666666667,0.33544973545,0.0,0.416666666667,0.0,0.0,563.0,0.0403260649292,0.0,-0.4,0.0,-0.166666666667,0.0,1.0,-0.0758898508899,0.0,5.0,580.0,4.55333333333,0.5,0.588235290657,0.24012987013,0.0166666666667,0.0407189318953,0.0,5.0,0.136363636364,4.0,230.8,2149.69747899,0.0,0.0233333333333,0.838850505007,0.0,0.478114476505,0.0,0.4,0.583333333333
12700,3812.19444444,3195.17377405,0.305590572655,0.0,563.0,-0.1875,0.571782450354,0.0,0.888888888889,1.0,0.0,1500.0,0.608691776052,0.0,-0.3,0.0,-0.125,0.0,1.0,0.29495593692,1.0,10.0,249.0,4.95914742451,0.5,0.73584905429,0.444160917208,0.056838365897,0.028572170812,0.0,7.0,0.0625,-1.0,487.37,1377.5,0.0,0.00710479573712,0.028573147091,0.0,0.522522521581,1.0,1.0,0.111111111111
3200,8573.03921569,5285.63960264,0.866099310564,0.0,533.0,-0.447619047619,0.614891774892,0.0,0.75,0.0,1.0,440.0,0.0338058967787,0.0,-0.666666666667,0.0,-0.2,0.0,25.0,0.154848484848,0.0,30.0,432.0,4.72420262664,0.4,0.62974683345,0.46443001443,0.0393996247655,0.0333358304843,0.0,6.0,0.136363636364,4.0,181.6,0.0,0.1,0.0131332082552,0.0334234296535,0.1,0.495069032554,1.0,0.7,0.25
1900,3795.77252106,2612.46389751,0.0336295295408,1.0,334.0,-0.20119047619,0.431986531987,0.0,0.611111111111,0.0,0.0,349.0,0.62295932866,0.0,-0.25,0.0,-0.125,0.0,1.0,0.128577441077,0.0,6.0,370.0,4.42814371257,0.05,0.622549016556,0.396221959858,0.0329341317365,0.138438618286,0.0,6.0,0.136363636364,-1.0,129.2,0.0,0.35,0.0209580838323,0.0334165053768,0.55,0.506024094861,0.0,0.6,0.388888888889
686,3343.11458333,2620.44151423,0.0251303673372,0.0,427.0,-0.211979166667,0.515373868556,0.0,0.673469387755,0.0,0.0,1100.0,0.0252011066309,0.0,-0.7,0.0,-0.1,0.0,6.0,0.237947658402,0.0,6.0,709.0,4.23419203747,0.1,0.648437497467,0.405899908173,0.0772833723653,0.899622882143,0.0,8.0,0.1,217.0,552.625,1701.91111111,0.15,0.0374707259953,0.0250164662309,0.4,0.48926014203,0.0,1.0,0.326530612245
1500,3578.30388461,2579.21561012,0.0500000218433,0.0,123.0,-0.241666666667,0.347853535354,0.0,0.666666666667,1.0,0.0,522.0,0.799998693901,0.0,-0.3125,1.0,-0.166666666667,0.0,3.0,0.120328282828,0.0,1.0,224.0,4.16260162602,0.0454545454545,0.874999987847,0.39071969697,0.0650406504065,0.0500000352532,0.0,4.0,0.136363636364,-1.0,130.25,1542.0,0.136363636364,0.0325203252033,0.0500001004859,0.454545454545,0.70731706742,0.0,1.0,0.333333333333
947,6522.84722222,3439.71805256,0.0912879243708,0.0,367.0,-0.266666666667,0.478272462831,1.0,0.826086956522,0.0,0.0,866.0,0.0202817789174,0.0,-0.6,0.0,-0.1,0.0,1.0,0.157528011204,0.0,9.0,407.0,4.64305177112,0.5,0.674208141746,0.349085213033,0.0517711171662,0.848239886427,0.0,10.0,0.1,-1.0,280.111111111,0.0,0.0,0.0108991825613,0.0200251459158,0.0,0.53825136465,0.0,1.0,0.173913043478
1400,9486.5,4343.86746582,0.677374517611,1.0,494.0,-0.262916666667,0.525783475783,0.0,0.655172413793,0.0,0.0,873.0,0.0222526460394,0.0,-0.5,0.0,-0.1,0.0,20.0,0.0992521367521,0.0,6.0,538.0,4.7044534413,0.0,0.758957652251,0.393421052632,0.0384615384615,0.134031104612,1.0,9.0,0.05,4.0,262.555555556,1336.8,0.03125,0.0202429149798,0.144095747797,0.5,0.587755100841,0.0,1.0,0.344827586207
2700,5241.22424242,3719.09476276,0.0333333423732,0.0,721.0,-0.272685185185,0.467017758227,0.0,0.689655172414,1.0,0.0,1100.0,0.866666350086,0.0,-0.5,0.0,-0.1,1.0,1.0,0.141446725318,0.0,12.0,136.0,4.49514563107,0.35,0.700729925302,0.406932900433,0.0554785020804,0.0333333991056,0.0,6.0,0.0333333333333,-1.0,234.833333333,2503.03361898,0.65,0.0249653259362,0.0333334385128,0.15,0.500697349371,0.0,1.0,0.310344827586
698,3746.55337767,2244.04851216,0.200982219958,0.0,758.0,-0.3,0.496650717703,0.0,0.861111111111,0.0,0.0,1100.0,0.0285757138782,0.0,-0.4,0.0,-0.05,0.0,2.0,0.18269039075,0.0,1.0,79.0,4.9419525066,0.0,0.629554654596,0.331292766373,0.0817941952507,0.0285734136368,0.0,7.0,0.1,-1.0,349.5,0.0,0.245454545455,0.0131926121372,0.713294731905,0.5,0.491321761694,0.0,1.0,0.138888888889
1600,5552.99384615,3475.11138804,0.0262973348879,0.0,983.0,-0.355848236731,0.446596960732,0.0,0.779220779221,0.0,0.0,407.0,0.381837002831,0.0,-0.6,1.0,-0.0714285714286,0.0,1.0,0.167931539614,0.0,18.0,329.0,4.68769074262,0.5,0.662771284369,0.404312409812,0.0610376398779,0.149313156455,15.0,8.0,0.1,-1.0,86.2857142857,0.0,0.0,0.0172939979654,0.417519235242,0.0,0.483870967238,0.0,1.0,0.220779220779
20900,6200.0,4620.7975629,0.6997313595,0.0,274.0,-0.275,0.573214285714,0.0,0.777777777778,0.0,0.0,6200.0,0.199521112276,0.0,-0.4,1.0,-0.15,0.0,0.0,0.201785714286,0.0,15.0,35.0,4.93795620438,0.4,0.592964821141,0.482142857143,0.0255474452555,0.0333335447612,13.0,6.0,0.375,-1.0,1277.66666667,3044.96521001,0.0,0.00729927007299,0.034079940835,0.1,0.55725190627,0.0,1.0,0.222222222222
9800,4768.92344498,3370.44662974,0.0500001468572,0.0,163.0,0.0,0.309126984127,0.0,1.0,1.0,0.0,1100.0,0.799998945963,0.0,0.0,0.0,0.0,1.0,1.0,0.068253968254,0.0,3.0,584.0,4.50306748466,0.433333333333,0.835164825987,0.14619047619,0.0306748466258,0.0500001059997,0.0,4.0,0.0333333333333,4.0,369.5,2150.0,0.0333333333333,0.0,0.0500006570981,0.0666666666667,0.680981590914,0.0,0.35,0.0
3800,3484.25386844,2683.86585626,0.0500001492118,0.0,531.0,-0.493333333333,0.415625,0.0,0.75,0.0,0.0,385.0,0.0500002014626,1.0,-0.8,0.0,-0.166666666667,0.0,1.0,0.0635416666667,1.0,15.0,137.0,4.83239171375,0.0,0.685534589039,0.289722222222,0.0282485875706,0.0500034797382,0.0,4.0,0.0625,-1.0,95.5,2175.21347283,0.5,0.00941619585687,0.0500000466064,0.5,0.542801555364,1.0,0.6,0.25
2900,2675.12745098,2515.32704667,0.0666668696169,0.0,177.0,-0.35625,0.443319180819,0.0,0.6,0.0,0.0,302.0,0.0666667924701,0.0,-0.5,1.0,-0.125,0.0,1.0,0.0650974025974,0.0,5.0,721.0,3.9209039548,0.5,0.730769223743,0.389393939394,0.0338983050847,0.733326752818,0.0,3.0,0.1,217.0,245.333333333,2279.52666667,0.0,0.0225988700565,0.0666704660862,1.0,0.679245278747,0.0,1.0,0.4
721,3483.8817339,1936.54090445,0.0222240156854,0.0,956.0,-0.215538194444,0.329325396825,0.0,0.542857142857,0.0,0.0,1400.0,0.224824856874,1.0,-0.5,0.0,-0.1,0.0,3.0,0.0497153540904,0.0,5.0,128.0,4.88493723849,0.5,0.671586714628,0.336240601504,0.0198744769874,0.02222420251,0.0,9.0,0.1,-1.0,307.625,0.0,0.0,0.0167364016736,0.0222251952278,0.0,0.459830866322,0.0,0.5,0.457142857143
1300,4530.13246269,2875.66406955,0.135624439506,0.0,879.0,-0.143849206349,0.346470658971,0.0,0.739130434783,0.0,0.0,1300.0,0.0224909338722,0.0,-0.3,0.0,-0.0714285714286,0.0,11.0,0.0873406685907,1.0,6.0,368.0,4.65187713311,0.5,0.598901097804,0.252701807996,0.0193401592719,0.797411338176,0.0,9.0,0.0333333333333,-1.0,313.888888889,1300.0,0.0,0.00682593856655,0.0222301604159,0.0,0.446261681722,1.0,0.8,0.260869565217
1000,3748.10383747,2518.91330095,0.0250566789754,0.0,99.0,0.0,0.381481481481,1.0,1.0,1.0,0.0,532.0,0.604489963389,0.0,0.0,0.0,0.0,0.0,0.0,0.227777777778,0.0,5.0,645.0,4.75757575758,0.0852272727273,0.89655170868,0.443333333333,0.0505050505051,0.320333501792,0.0,8.0,0.166666666667,4.0,332.75,1020.75,0.00568181818182,0.0,0.0250333625716,0.414772727273,0.76530611464,0.0,0.8,0.0
